,INTPTLAT,INTPTLON,TotPop,AutoOwn0,AutoOwn1,AutoOwn2p,TotEmp,E_LowWageWk,E_MedWageWk,E_HiWageWk,D1B,D1C,D3A,D4A,D4B050,D4C,D4D,D5AR,D5AE,NatWalkInd,nearest station
18,37.54749552380952,-121.9803917,116543.0,2512.0,10900.0,25683.0,34237.0,7301.0,10420.0,16516.0,17.5222048064127,4.455397861742064,22.775489797547618,-1838.2169841269842,0.09888882923333335,-3959.7459126984127,-3924.1846371120473,8052975.0,6885500.0,13.586640211444447,FRMT
19,37.785353009375,-122.220481271875,139515.0,6211.0,17098.0,24941.0,28772.0,8215.0,10037.0,10520.0,25.942000646143754,4.6623592832911465,27.714677825124998,308.77427604166667,0.23134392012395832,21.189187500000003,255.19132930219797,20248778.0,17662417.0,14.734114583213538,FTVL
20,37.730375716,-122.42691600000002,107868.0,5164.0,14370.0,16506.0,21044.0,4078.0,4635.0,12331.0,38.26331608876666,5.096508750833333,32.460486529779985,321.48836666666676,0.5238315320566668,28.93786666666666,450.6774431196668,9746297.0,7730887.0,15.137222222360002,GLEN
21,37.65815302352941,-122.09537374705884,87217.0,1877.0,8058.0,17234.0,23414.0,5644.0,8030.0,9740.0,19.473340565745097,4.3660769732745095,24.765606483534313,-3912.495098039216,0.1633466189382353,11.41794117647059,72.91552233882354,6752108.0,6129046.0,14.081699346289213,HAYW
22,37.88769978333333,-122.12292548333333,35785.0,412.0,2932.0,9836.0,11766.0,3163.0,3610.0,4993.0,4.421401045694445,2.280447324277778,13.451875359861111,-69191.04222222221,0.07727310637500001,-58331.19,-58329.99026356932,1685498.0,1430685.0,9.101851852083334,LAFY
23,37.78791697894737,-122.25701536842105,78376.0,5194.0,15493.0,13311.0,30987.0,5517.0,7521.0,17949.0,34.291204794033334,11.284720823134208,28.785962125701758,-793.5520350877192,0.35363016559824567,24.195228070175435,384.53833251564913,10916053.0,9143401.0,15.232894736359649,LAKE
24,37.827250625,-122.266968725,29222.0,2891.0,6611.0,4132.0,23981.0,2955.0,4709.0,16317.0,26.798664586083333,19.2108927755,31.295586613125,239.05447916666668,0.28011551143749996,28.82614583333333,373.41269733125006,5353438.0,4274845.0,16.036458333645832,MCAR
25,37.58783364545454,-122.3775739,53160.0,1120.0,6748.0,12190.0,47098.0,7030.0,12891.0,27177.0,13.21436482433636,6.52459092774697,24.09026270980303,-66684.86056060606,0.2857106569560606,-72573.92686363636,-72570.15152751897,4636941.0,3428662.0,10.915404040984848,MLBR
26,37.7882141375,-122.4017612125,34689.0,9443.0,5849.0,1469.0,148355.0,18390.0,26674.0,103291.0,78.95969487320833,198.72568907235413,38.90683004010417,144.700625,0.9385601626979166,57.17239583333333,1294.5399233291666,3791770.0,1852934.0,18.0538194453125,MONT
27,37.87405034545455,-122.28702833636362,37649.0,2202.0,6947.0,6513.0,27209.0,3968.0,7149.0,16092.0,19.926178499590904,9.116861013727274,28.6079200264394,338.4092424242424,0.4562470091590909,24.846363636363638,239.82628899015154,3790473.0,3037205.0,15.969696969924241,NBRK
28,37.714218949999996,-122.219014825,17605.0,237.0,1517.0,3632.0,45522.0,7213.0,13172.0,25137.0,6.962987361875,6.00132454625,20.03076984266667,-30991.018125000002,0.04595598747916667,-24988.611666666668,-24967.352186717104,1622590.0,1369071.0,10.559027777937501,OAKL
29,37.870566800000006,-122.19015702000002,23534.0,334.0,1327.0,7227.0,5417.0,1311.0,1626.0,2480.0,3.7569671958,0.7715090392,13.72252895565,-54744.4355,0.04676202085,-29993.118499999993,-29992.432392917497,1745881.0,1472522.0,9.71666666745,ORIN
30,38.01196167272727,-121.88378854545455,52570.0,1186.0,4805.0,10000.0,12431.0,2745.0,4076.0,5610.0,9.42771846365909,1.95524612269697,20.97161905928788,-65622.35643939395,0.11432354331818183,-74998.16128787877,-74994.80296704562,1144517.0,1518967.0,10.234848484166667,PCTR
31,37.93516553571429,-122.05324869285712,71478.0,1729.0,10023.0,17217.0,44773.0,8255.0,11996.0,24522.0,10.364132374288095,5.541200968085714,22.46657628320238,-13212.427845238095,0.09160060101369047,-36780.83852380952,-36757.42452873685,4294519.0,3783135.0,13.284722222678571,PHIL
32,38.02173191666666,-121.94810094999998,45490.0,680.0,2758.0,8970.0,2577.0,715.0,872.0,990.0,11.797677928250002,0.4649403148055556,16.945628338777777,-94418.24222222222,0.08311357615277777,-59719.07430555556,-59717.64146456647,865782.0,1003851.0,7.33796296311111,PITT
33,37.900780135714285,-122.29680859999998,40792.0,859.0,7124.0,8351.0,10002.0,3103.0,3723.0,3176.0,17.055468079577384,3.801001479071428,28.217754697321432,366.4369642857144,0.24743835779761905,-4742.6382142857165,-4577.684091982618,4186135.0,3593367.0,15.164682538928572,PLZA
34,37.790925321428574,-122.4127757,51122.0,16059.0,9806.0,2647.0,61815.0,10742.0,16962.0,34111.0,97.74682859876191,78.4361785157381,36.30667211428571,194.3510714285714,0.9630749728214286,41.27797619047619,1525.1068037785712,6851247.0,3523875.0,15.809523808559522,POWL
35,37.9493779125,-122.350974275,90809.0,2883.0,9719.0,15167.0,20338.0,3822.0,6651.0,9865.0,20.344506179131695,2.937189319341667,27.45230360045536,274.80095238095237,0.14866785562083334,-2444.1577306547624,-2352.615212964708,7129556.0,6636909.0,15.089558531788686,RICH
36,37.84332997142857,-122.24034507857142,51943.0,1600.0,7378.0,11965.0,15144.0,3495.0,4752.0,6897.0,14.35671985576191,6.188336234005953,26.08027983541667,-4360.869940476191,0.1773251518738095,18.68202380952381,142.06032635992858,6710107.0,5508439.0,14.639880952392856,ROCK
37,37.731715644999994,-122.15890190000002,86797.0,2627.0,9659.0,17778.0,30476.0,5161.0,8160.0,17155.0,17.499238728805,3.4648299466725,25.18596548789167,-1237.0418999999997,0.27884439515000004,12.708025,100.66528247398334,8388480.0,7464705.0,13.734999999716667,SANL
